Entities,Start_index,End_index,Label,Doc_ID,title,description,date,transcriber name,transcript status
the American Negro Theater,9633,9659,ORG,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
Belafonte,9714,9723,PERSON,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
Black Studies,10292,10305,ORG,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
the Library Service and Construction Act,10758,10798,ORG,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
Gobineau,11821,11829,PERSON,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
Du Bois,11880,11887,ORG,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
et cetera,11982,11991,PERSON,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
the New York Public Library,12644,12671,ORG,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
the U.S. Census,13398,13413,ORG,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
Alex Haley,13860,13870,PERSON,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
Haley,14136,14141,PERSON,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
Haley,14230,14235,PERSON,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
Alex,14364,14368,PERSON,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
Census,14966,14972,PERSON,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
Census,14990,14996,PERSON,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
Census,15090,15096,PERSON,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
the Freedmen Bureau,15614,15633,ORG,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
the National Archives,15911,15932,ORG,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
Ruth Ann Stewart,15984,16000,PERSON,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
the Schomburg Center for Research in Black Culture,16029,16079,ORG,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
the New York Public Library,16083,16110,ORG,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
Jim Rose,17016,17024,PERSON,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
"Schomburg,—in",20078,20091,PERSON,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
Center,21061,21067,ORG,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
the Assistant Curator,21180,21201,ORG,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
Bibles,22178,22184,PERSON,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
Bibles,22193,22199,PERSON,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
Robert Weaver,22779,22792,PERSON,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
Howard University,23430,23447,ORG,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
Hampton Institute,23452,23469,ORG,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
Hampton,23686,23693,PERSON,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
Howard,23717,23723,PERSON,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
the Morgan Library,23812,23830,ORG,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
The Moorland-Spingarn Research Center,23832,23869,ORG,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
Howard,23873,23879,PERSON,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
Howard,24070,24076,PERSON,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
Tuskegee,24646,24654,PERSON,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
Tuskegee Institute,24687,24705,ORG,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
the National Endowment for the Humanities,25236,25277,ORG,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
nee—[coughs]—we're,25450,25468,PERSON,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
Ruth Ann Stewart,25968,25984,PERSON,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
the Schomburg Center for Research in Black Culture,26013,26063,ORG,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
the New York Public Library,26067,26094,ORG,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
Ruth Ann,26338,26346,PERSON,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
the Institute of Afro-American Affairs,26560,26598,ORG,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
New York University,26602,26621,ORG,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
Roscoe C. Brown,26627,26642,PERSON,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
the WNBC Public Affairs Department,26768,26802,ORG,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
the Institute of Afro-American Affairs,26823,26861,ORG,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
New York University,26865,26884,ORG,RG_9_8_111,"Stewart, Ruth Ann -- Assistant Curator for the Schomburg Center for Research in Black Culture of the New York Public Library","Dr. Roscoe C. Brown, Jr. and Ruth Ann Stewart discuss the history and collection of the New York Public Library's Schomburg Center for Research in Black Culture in Harlem. They also discuss funding for a new facility since outgrowing its 135th Street location.",1977-06-15,April Hathcock,Finished
Connie Finch,120,132,PERSON,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
New York University,155,174,ORG,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
the WNBC Community Affairs Department,363,400,ORG,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
the Institute of Afro-American Affairs,421,459,ORG,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
New York University,463,482,ORG,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
Roscoe C. Brown Junior,557,579,PERSON,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
the Institute of Afro-American Affairs,593,631,ORG,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
New York University,635,654,ORG,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
Connie Finch,699,711,PERSON,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
New York University,743,762,ORG,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
Connie,794,800,ORG,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
New York University,827,846,ORG,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
New York University,3511,3530,ORG,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
Connie Finch,6510,6522,PERSON,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
New York University,7088,7107,ORG,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
New York University,7306,7325,ORG,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
New York University,7422,7441,ORG,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
New York University,7559,7578,ORG,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
New York University,7637,7656,ORG,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
"thought--""I'm",8334,8347,PERSON,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
New York University,8357,8376,ORG,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
NYU,9073,9076,ORG,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
that?Well,11055,11064,ORG,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
NYU,11605,11608,ORG,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
Bedford Stuyvesant,11970,11988,ORG,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
Martin Kilson,13892,13905,PERSON,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
The Sunday Times,13934,13950,ORG,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
Connie Finch,14469,14481,ORG,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
let's--,14616,14623,PERSON,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
Black,17954,17959,PERSON,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
Moynihan,18157,18165,PERSON,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
Such,19630,19634,PERSON,RG_9_8_82,"Finch, Connie -- Sophomore NYU Student involved in Black Student Affairs","Dr. Roscoe C. Brown, Jr. and Connie Finch discuss contemporary Black student political views and how they differ from the Black student activism of the 1960s.",1973-09-25,Arlene Ducao,Finished
